POLICY_ID,POLICY_NUMBER,POLICYHOLDER_NAME,LINE_OF_BUSINESS,COVERAGE_TYPE,EFFECTIVE_DATE,EXPIRATION_DATE,PREMIUM_AMOUNT,DEDUCTIBLE_AMOUNT,COVERAGE_LIMIT,STATE,AGENCY_CODE,UNDERWRITER_ID,STATUS,CREATED_AT
POL-0000133,ENC-2026-000133,Policyholder_133,Commercial Auto,Medical Payments,2025-03-22,2025-12-17,13055.69,408.36,3953174.08,KY,AGN-062,UW-024,ACTIVE,2025-06-23 00:55:05
POL-0000134,ENC-2026-000134,Policyholder_134,Workers Compensation,Comprehensive,2024-09-07,2025-03-26,17258.09,6517.26,4160399.1,SC,AGN-119,UW-023,ACTIVE,2025-09-22 00:50:05
POL-0000135,ENC-2026-000135,Policyholder_135,Commercial Auto,Property Damage,2025-12-08,2026-02-08,15025.41,677.11,1037375.68,OH,AGN-081,UW-030,ACTIVE,2025-12-18 04:36:05
POL-0000136,ENC-2026-000136,Policyholder_136,General Liability,Medical Payments,2024-10-16,2025-07-15,18170.22,7863.21,4335701.47,KY,AGN-070,UW-004,ACTIVE,2025-11-18 07:05:05
POL-0000137,ENC-2026-000137,Policyholder_137,Commercial Auto,Medical Payments,2025-03-12,2025-11-22,48699.32,5087.98,2512740.79,GA,AGN-069,UW-026,CANCELLED,2026-04-12 21:34:05
POL-0000138,ENC-2026-000138,Policyholder_138,General Liability,Comprehensive,2026-02-04,2026-10-12,15041.44,1250.33,1673203.53,PA,AGN-079,UW-015,ACTIVE,2025-07-20 22:34:05
POL-0000139,ENC-2026-000139,Policyholder_139,Commercial Property,Umbrella,2025-11-06,2026-07-21,43566.84,3687.45,4990845.46,PA,AGN-164,UW-026,ACTIVE,2026-04-26 18:19:05
POL-0000140,ENC-2026-000140,Policyholder_140,General Liability,Property Damage,2024-07-12,2025-03-06,7567.58,6173.84,3917494.25,OH,AGN-033,UW-003,ACTIVE,2026-01-25 00:38:05
POL-0000141,ENC-2026-000141,Policyholder_141,Commercial Property,Comprehensive,2025-04-20,2025-12-02,8095.19,4636.75,1886274.31,TN,AGN-196,UW-003,EXPIRED,2025-08-05 16:28:05
POL-0000142,ENC-2026-000142,Policyholder_142,Workers Compensation,Bodily Injury,2025-04-15,2025-12-04,48045.74,502.66,970937.84,GA,AGN-100,UW-030,ACTIVE,2025-08-11 17:45:05
POL-0000143,ENC-2026-000143,Policyholder_143,Business Owners Policy,Medical Payments,2025-08-02,2026-04-17,34852.04,9986.63,1040882.79,WV,AGN-019,UW-015,ACTIVE,2026-02-25 22:33:05
POL-0000144,ENC-2026-000144,Policyholder_144,Commercial Property,Comprehensive,2026-01-26,2026-08-07,27337.48,8940.48,4264242.15,IL,AGN-182,UW-030,ACTIVE,2025-06-01 00:50:05
POL-0000145,ENC-2026-000145,Policyholder_145,General Liability,Bodily Injury,2025-04-20,2026-02-04,12218.44,5066.71,1836437.8,MD,AGN-095,UW-015,ACTIVE,2025-08-16 16:22:05
POL-0000146,ENC-2026-000146,Policyholder_146,Commercial Auto,Comprehensive,2026-01-27,2026-03-31,20834.36,4241.98,2895757.52,WV,AGN-082,UW-021,ACTIVE,2026-04-18 06:32:05
POL-0000147,ENC-2026-000147,Policyholder_147,Business Owners Policy,Umbrella,2024-05-29,2025-03-19,29595.41,7735.87,688713.14,GA,AGN-015,UW-027,ACTIVE,2026-03-23 04:52:05
POL-0000148,ENC-2026-000148,Policyholder_148,General Liability,Medical Payments,2025-06-18,2025-10-10,47400.42,5309.25,1456039.14,IN,AGN-065,UW-007,ACTIVE,2025-07-04 03:44:05
POL-0000149,ENC-2026-000149,Policyholder_149,Business Owners Policy,Property Damage,2025-12-18,2026-12-03,25377.37,1894.2,4710954.59,WV,AGN-044,UW-022,ACTIVE,2025-07-09 21:04:05
POL-0000150,ENC-2026-000150,Policyholder_150,Business Owners Policy,Property Damage,2024-08-14,2025-03-04,41349.2,526.64,275035.93,SC,AGN-198,UW-019,CANCELLED,2026-01-10 00:48:05
POL-0000151,ENC-2026-000151,Policyholder_151,Commercial Property,Collision,2024-09-17,2025-05-18,44505.35,5569.38,3227441.08,PA,AGN-124,UW-008,ACTIVE,2025-06-09 08:42:05
POL-0000152,ENC-2026-000152,Policyholder_152,General Liability,Collision,2025-01-16,2025-03-24,21073.28,4778.31,1733953.21,WV,AGN-081,UW-028,ACTIVE,2025-12-12 21:06:05
POL-0000153,ENC-2026-000153,Policyholder_153,Workers Compensation,Comprehensive,2025-05-07,2025-12-27,28301.74,3361.38,2359039.21,PA,AGN-116,UW-008,ACTIVE,2026-03-14 17:58:05
POL-0000154,ENC-2026-000154,Policyholder_154,Commercial Auto,Bodily Injury,2025-07-02,2026-02-13,48152.95,9047.53,4076715.34,MD,AGN-185,UW-011,CANCELLED,2026-02-17 15:30:05
POL-0000155,ENC-2026-000155,Policyholder_155,Workers Compensation,Collision,2024-11-14,2025-08-10,1647.23,9466.02,2551950.09,VA,AGN-056,UW-019,ACTIVE,2025-11-26 19:58:05
POL-0000156,ENC-2026-000156,Policyholder_156,Commercial Auto,Medical Payments,2025-07-11,2026-04-20,27066.19,8509.93,2183092.46,PA,AGN-187,UW-012,ACTIVE,2025-10-31 09:59:05
POL-0000157,ENC-2026-000157,Policyholder_157,General Liability,Medical Payments,2025-03-11,2025-05-06,27884.53,966.93,2546064.87,GA,AGN-072,UW-027,ACTIVE,2025-07-09 23:22:05
POL-0000158,ENC-2026-000158,Policyholder_158,Commercial Auto,Medical Payments,2025-12-25,2026-03-30,39847.41,3556.08,4697795.41,WV,AGN-051,UW-020,EXPIRED,2025-09-07 08:29:05
POL-0000159,ENC-2026-000159,Policyholder_159,Workers Compensation,Collision,2026-03-15,2026-05-07,26206.97,1702.17,4471001.88,WV,AGN-084,UW-030,ACTIVE,2025-07-16 10:51:05
POL-0000160,ENC-2026-000160,Policyholder_160,Workers Compensation,Comprehensive,2025-03-19,2026-02-27,17150.49,8325.82,2685082.16,IL,AGN-145,UW-010,ACTIVE,2025-09-24 20:38:05
POL-0000161,ENC-2026-000161,Policyholder_161,Business Owners Policy,Medical Payments,2025-05-21,2025-08-15,39939.36,7321.91,3455816.07,OH,AGN-153,UW-016,EXPIRED,2026-01-10 00:11:05
POL-0000162,ENC-2026-000162,Policyholder_162,Commercial Property,Comprehensive,2024-09-10,2025-08-01,24282.21,5361.27,3619855.03,NC,AGN-038,UW-027,ACTIVE,2025-06-11 13:59:05
POL-0000163,ENC-2026-000163,Policyholder_163,Commercial Auto,Medical Payments,2024-09-16,2024-12-11,21229.62,4276.36,1059263.83,GA,AGN-199,UW-020,ACTIVE,2025-09-25 21:15:05
POL-0000164,ENC-2026-000164,Policyholder_164,Business Owners Policy,Medical Payments,2026-02-21,2026-06-01,49907.08,4914.12,1915282.64,WV,AGN-118,UW-030,ACTIVE,2025-08-26 10:27:05
POL-0000165,ENC-2026-000165,Policyholder_165,Workers Compensation,Comprehensive,2025-04-28,2026-04-22,24466.92,9584.04,1431081.66,PA,AGN-058,UW-010,CANCELLED,2025-12-28 22:48:05
POL-0000166,ENC-2026-000166,Policyholder_166,Business Owners Policy,Umbrella,2024-12-11,2025-06-21,14036.15,1438.27,3399280.12,NC,AGN-102,UW-027,ACTIVE,2025-11-30 16:43:05
POL-0000167,ENC-2026-000167,Policyholder_167,Commercial Property,Medical Payments,2026-03-13,2026-09-06,46238.48,6645.73,3749325.57,VA,AGN-052,UW-027,EXPIRED,2025-08-23 12:02:05
POL-0000168,ENC-2026-000168,Policyholder_168,Business Owners Policy,Umbrella,2024-09-27,2025-03-15,29548.11,2613.97,3365678.13,GA,AGN-058,UW-021,ACTIVE,2026-01-26 19:55:05
POL-0000169,ENC-2026-000169,Policyholder_169,Commercial Property,Umbrella,2025-02-26,2025-09-13,38652.92,300.52,2774245.2,WV,AGN-105,UW-021,ACTIVE,2025-09-24 05:20:05
POL-0000170,ENC-2026-000170,Policyholder_170,Commercial Property,Property Damage,2025-10-03,2026-03-29,32788.79,2514.15,3706498.29,OH,AGN-045,UW-014,ACTIVE,2026-02-24 19:08:05
POL-0000171,ENC-2026-000171,Policyholder_171,Workers Compensation,Property Damage,2025-03-15,2025-12-23,958.72,5787.63,581138.42,KY,AGN-073,UW-015,ACTIVE,2025-07-01 03:28:05
POL-0000172,ENC-2026-000172,Policyholder_172,Commercial Auto,Medical Payments,2024-12-06,2025-03-14,10044.16,1348.31,854346.6,TN,AGN-166,UW-009,CANCELLED,2026-02-19 20:14:05
POL-0000173,ENC-2026-000173,Policyholder_173,General Liability,Bodily Injury,2025-05-15,2025-11-12,30742.25,6477.58,2057177.36,NC,AGN-132,UW-011,ACTIVE,2026-04-11 08:19:05
POL-0000174,ENC-2026-000174,Policyholder_174,Commercial Auto,Medical Payments,2026-01-18,2026-05-22,46823.36,316.59,1948693.23,TN,AGN-193,UW-009,EXPIRED,2025-12-08 11:24:05
POL-0000175,ENC-2026-000175,Policyholder_175,Workers Compensation,Umbrella,2024-09-16,2024-10-21,12196.98,6760.91,2353705.21,WV,AGN-104,UW-022,ACTIVE,2025-09-09 22:12:05
POL-0000176,ENC-2026-000176,Policyholder_176,Workers Compensation,Medical Payments,2025-06-11,2025-09-09,30923.96,2386.5,711165.47,WV,AGN-117,UW-024,ACTIVE,2025-07-19 09:35:05
POL-0000177,ENC-2026-000177,Policyholder_177,General Liability,Bodily Injury,2024-10-10,2025-07-08,34176.93,6059.19,3947484.91,GA,AGN-115,UW-017,ACTIVE,2025-05-30 09:57:05
POL-0000178,ENC-2026-000178,Policyholder_178,Business Owners Policy,Comprehensive,2024-09-25,2024-12-21,10506.76,5482.44,864458.93,GA,AGN-114,UW-004,ACTIVE,2025-06-11 14:16:05
POL-0000179,ENC-2026-000179,Policyholder_179,Business Owners Policy,Collision,2024-09-05,2025-06-12,40530.26,4670.96,2590576.82,TN,AGN-145,UW-002,ACTIVE,2025-08-12 06:18:05
POL-0000180,ENC-2026-000180,Policyholder_180,Commercial Property,Umbrella,2025-06-14,2025-07-25,11286.11,962.04,2147302.05,IL,AGN-017,UW-018,ACTIVE,2026-04-25 18:02:05
POL-0000181,ENC-2026-000181,Policyholder_181,General Liability,Bodily Injury,2024-12-28,2025-02-12,38408.47,9788.75,3247110.05,NC,AGN-096,UW-029,ACTIVE,2025-11-11 06:06:05
POL-0000182,ENC-2026-000182,Policyholder_182,Business Owners Policy,Bodily Injury,2025-04-04,2025-11-12,32849.94,3640.76,933444.46,GA,AGN-101,UW-017,ACTIVE,2026-03-20 21:47:05
POL-0000183,ENC-2026-000183,Policyholder_183,Commercial Auto,Umbrella,2026-04-22,2026-06-02,36095.15,4385.25,1927418.52,VA,AGN-064,UW-015,EXPIRED,2025-11-29 16:44:05
POL-0000184,ENC-2026-000184,Policyholder_184,Commercial Auto,Comprehensive,2025-10-14,2026-01-09,38419.65,8866.63,127446.69,VA,AGN-018,UW-004,ACTIVE,2025-07-25 19:33:05
POL-0000185,ENC-2026-000185,Policyholder_185,Commercial Property,Collision,2024-08-21,2024-10-14,22228.66,5512.66,3784209.26,OH,AGN-036,UW-017,ACTIVE,2025-12-28 13:09:05
POL-0000186,ENC-2026-000186,Policyholder_186,Workers Compensation,Bodily Injury,2024-09-13,2025-03-25,15437.34,1646.79,3318051.5,VA,AGN-106,UW-010,ACTIVE,2026-01-05 19:26:05
POL-0000187,ENC-2026-000187,Policyholder_187,Commercial Auto,Comprehensive,2024-08-28,2024-12-25,25033.23,9729.83,4710852.73,SC,AGN-098,UW-026,ACTIVE,2025-08-30 10:17:05
POL-0000188,ENC-2026-000188,Policyholder_188,Commercial Auto,Bodily Injury,2025-02-23,2025-10-20,37843.6,4866.81,4254237.61,PA,AGN-182,UW-005,ACTIVE,2025-09-30 19:26:05
POL-0000189,ENC-2026-000189,Policyholder_189,General Liability,Collision,2025-02-27,2025-10-28,12521.5,2232.53,3251193.97,TN,AGN-095,UW-003,ACTIVE,2025-08-23 21:08:05
POL-0000190,ENC-2026-000190,Policyholder_190,Business Owners Policy,Comprehensive,2025-10-12,2025-12-07,2457.6,959.65,4033020.56,MD,AGN-186,UW-022,ACTIVE,2025-08-12 14:31:05
POL-0000191,ENC-2026-000191,Policyholder_191,Commercial Property,Bodily Injury,2025-09-24,2026-04-12,46889.41,9630.26,630715.19,TN,AGN-063,UW-023,ACTIVE,2025-07-19 22:48:05
POL-0000192,ENC-2026-000192,Policyholder_192,Workers Compensation,Collision,2025-03-15,2025-08-14,23579.4,6575.03,1576690.31,KY,AGN-132,UW-029,ACTIVE,2025-09-13 06:55:05
POL-0000193,ENC-2026-000193,Policyholder_193,Workers Compensation,Medical Payments,2024-12-31,2025-07-12,20989.54,5734.62,1145306.79,WV,AGN-005,UW-009,EXPIRED,2025-08-15 02:24:05
POL-0000194,ENC-2026-000194,Policyholder_194,Workers Compensation,Bodily Injury,2025-02-22,2025-08-22,19302.07,8375.29,2521542.34,SC,AGN-176,UW-011,ACTIVE,2026-01-14 05:15:05
POL-0000195,ENC-2026-000195,Policyholder_195,Workers Compensation,Bodily Injury,2024-07-07,2025-04-14,7427.95,5578.83,961036.48,GA,AGN-165,UW-002,ACTIVE,2025-08-30 19:08:05
POL-0000196,ENC-2026-000196,Policyholder_196,Commercial Auto,Bodily Injury,2026-02-08,2026-04-03,42205.96,2506.48,3550489.34,OH,AGN-056,UW-017,ACTIVE,2025-10-04 09:58:05
POL-0000197,ENC-2026-000197,Policyholder_197,Business Owners Policy,Collision,2024-08-01,2025-07-23,33134.57,403.38,2684451.8,NC,AGN-004,UW-001,ACTIVE,2025-08-26 21:44:05
POL-0000198,ENC-2026-000198,Policyholder_198,Commercial Auto,Bodily Injury,2024-10-24,2025-04-18,5797.31,1189.06,787042.55,VA,AGN-159,UW-017,ACTIVE,2026-01-16 09:44:05
POL-0000199,ENC-2026-000199,Policyholder_199,Commercial Auto,Collision,2025-03-15,2025-05-24,28467.61,9904.77,1167993.4,SC,AGN-021,UW-021,ACTIVE,2025-06-27 19:56:05
POL-0000200,ENC-2026-000200,Policyholder_200,Commercial Auto,Property Damage,2025-03-06,2025-10-16,32019.03,7102.74,459296.31,NC,AGN-166,UW-026,ACTIVE,2025-12-07 02:07:05
POL-0000201,ENC-2026-000201,Policyholder_201,General Liability,Bodily Injury,2026-01-18,2026-11-14,45113.01,6999.81,2855581.53,PA,AGN-012,UW-030,EXPIRED,2026-04-16 23:02:05
POL-0000202,ENC-2026-000202,Policyholder_202,Commercial Property,Bodily Injury,2025-07-12,2026-05-16,46473.93,3316.23,4809272.49,MD,AGN-037,UW-025,ACTIVE,2025-05-26 08:02:05
POL-0000203,ENC-2026-000203,Policyholder_203,General Liability,Comprehensive,2026-02-06,2026-08-08,41815.2,4044.28,4487802.55,KY,AGN-099,UW-025,ACTIVE,2026-03-14 22:15:05
POL-0000204,ENC-2026-000204,Policyholder_204,Workers Compensation,Property Damage,2026-02-04,2026-11-17,5335.45,2513.4,426290.32,MD,AGN-197,UW-020,ACTIVE,2025-07-25 08:12:05
POL-0000205,ENC-2026-000205,Policyholder_205,Commercial Auto,Collision,2025-05-26,2025-07-10,11792.85,5642.12,1908363.63,WV,AGN-175,UW-019,ACTIVE,2025-06-21 08:56:05
POL-0000206,ENC-2026-000206,Policyholder_206,Commercial Property,Property Damage,2024-07-31,2025-01-28,13764.62,3955.0,3930256.9,WV,AGN-190,UW-013,ACTIVE,2025-12-14 09:55:05
POL-0000207,ENC-2026-000207,Policyholder_207,Commercial Auto,Medical Payments,2026-01-22,2026-02-23,38186.65,1246.76,482121.3,NC,AGN-115,UW-018,EXPIRED,2025-08-14 04:35:05
POL-0000208,ENC-2026-000208,Policyholder_208,Business Owners Policy,Property Damage,2026-01-10,2026-02-22,30047.77,7898.28,4325404.98,OH,AGN-075,UW-014,ACTIVE,2025-11-08 18:15:05
POL-0000209,ENC-2026-000209,Policyholder_209,General Liability,Umbrella,2024-09-30,2025-03-03,19346.24,1603.69,1540599.76,TN,AGN-038,UW-003,ACTIVE,2026-03-01 07:44:05
POL-0000210,ENC-2026-000210,Policyholder_210,Commercial Property,Medical Payments,2025-02-18,2025-08-20,12959.14,2654.25,3143916.75,MD,AGN-158,UW-007,ACTIVE,2025-10-03 17:53:05
POL-0000211,ENC-2026-000211,Policyholder_211,Workers Compensation,Comprehensive,2025-06-18,2025-07-21,19304.55,8656.43,2229103.46,NC,AGN-167,UW-020,EXPIRED,2026-03-17 11:41:05
POL-0000212,ENC-2026-000212,Policyholder_212,General Liability,Collision,2024-08-16,2024-12-26,48451.9,3091.62,3490040.95,TN,AGN-148,UW-026,ACTIVE,2026-01-21 10:37:05
POL-0000213,ENC-2026-000213,Policyholder_213,Business Owners Policy,Bodily Injury,2025-07-12,2026-02-28,29815.24,5569.88,3424477.53,GA,AGN-007,UW-024,ACTIVE,2025-09-30 22:48:05
POL-0000214,ENC-2026-000214,Policyholder_214,Commercial Property,Collision,2025-02-01,2025-07-30,33812.39,1607.0,1549021.58,PA,AGN-169,UW-005,CANCELLED,2025-10-21 08:57:05
POL-0000215,ENC-2026-000215,Policyholder_215,Commercial Auto,Comprehensive,2025-01-21,2025-12-23,25577.33,9223.82,3473958.89,GA,AGN-010,UW-026,ACTIVE,2025-11-21 22:04:05
POL-0000216,ENC-2026-000216,Policyholder_216,Commercial Property,Property Damage,2024-10-23,2025-09-22,38563.23,6661.62,1807293.66,SC,AGN-157,UW-002,ACTIVE,2025-08-10 00:18:05
POL-0000217,ENC-2026-000217,Policyholder_217,Workers Compensation,Collision,2024-07-02,2025-02-21,5744.26,1211.41,1148905.34,IL,AGN-133,UW-018,EXPIRED,2025-07-31 22:25:05
POL-0000218,ENC-2026-000218,Policyholder_218,Commercial Auto,Umbrella,2025-09-11,2026-05-27,29635.2,5129.54,1757588.57,OH,AGN-124,UW-004,ACTIVE,2025-12-25 07:03:05
POL-0000219,ENC-2026-000219,Policyholder_219,General Liability,Medical Payments,2026-01-28,2026-04-27,15938.57,4689.49,1073993.26,TN,AGN-090,UW-016,CANCELLED,2026-04-06 06:15:05
POL-0000220,ENC-2026-000220,Policyholder_220,Commercial Property,Umbrella,2025-01-17,2025-07-29,6196.72,8529.51,3257451.09,SC,AGN-043,UW-030,ACTIVE,2026-01-21 04:50:05
POL-0000221,ENC-2026-000221,Policyholder_221,Commercial Auto,Collision,2024-10-07,2025-01-26,11976.85,4199.21,963036.29,SC,AGN-169,UW-014,ACTIVE,2025-11-04 20:14:05
POL-0000222,ENC-2026-000222,Policyholder_222,Commercial Auto,Collision,2024-08-05,2024-12-14,720.28,2344.26,1427806.91,IL,AGN-017,UW-019,ACTIVE,2026-04-03 03:50:05
POL-0000223,ENC-2026-000223,Policyholder_223,Commercial Property,Medical Payments,2025-04-16,2025-10-29,33699.72,5022.47,4831286.18,KY,AGN-153,UW-013,ACTIVE,2025-07-17 08:24:05
POL-0000224,ENC-2026-000224,Policyholder_224,Commercial Auto,Comprehensive,2025-12-30,2026-07-26,9040.11,6817.49,4013036.25,MD,AGN-152,UW-003,ACTIVE,2025-06-15 16:41:05
POL-0000225,ENC-2026-000225,Policyholder_225,General Liability,Medical Payments,2025-12-26,2026-05-27,34825.11,5230.54,2120283.58,WV,AGN-148,UW-013,ACTIVE,2025-10-21 15:30:05
POL-0000226,ENC-2026-000226,Policyholder_226,General Liability,Comprehensive,2024-07-14,2025-05-15,8759.84,3066.14,976137.97,TN,AGN-159,UW-002,ACTIVE,2025-11-23 20:30:05
POL-0000227,ENC-2026-000227,Policyholder_227,Business Owners Policy,Comprehensive,2025-12-07,2026-04-15,32826.95,4239.06,2484043.11,IL,AGN-114,UW-016,CANCELLED,2026-03-01 18:25:05
POL-0000228,ENC-2026-000228,Policyholder_228,Workers Compensation,Bodily Injury,2026-03-25,2026-08-14,27111.63,1890.04,2313740.87,IL,AGN-198,UW-025,ACTIVE,2025-09-14 03:29:05
POL-0000229,ENC-2026-000229,Policyholder_229,Business Owners Policy,Medical Payments,2025-12-31,2026-11-19,27331.15,7628.67,3812020.45,TN,AGN-140,UW-007,ACTIVE,2025-10-20 17:14:05
POL-0000230,ENC-2026-000230,Policyholder_230,Commercial Property,Collision,2024-06-25,2024-11-28,13509.35,8656.45,480565.88,IN,AGN-199,UW-026,ACTIVE,2026-01-24 14:10:05
POL-0000231,ENC-2026-000231,Policyholder_231,Business Owners Policy,Umbrella,2024-08-31,2025-03-28,21694.27,6257.47,3935004.08,VA,AGN-016,UW-019,CANCELLED,2025-11-27 03:44:05
POL-0000232,ENC-2026-000232,Policyholder_232,Workers Compensation,Medical Payments,2024-08-22,2025-06-23,28850.41,9535.87,2596354.19,SC,AGN-025,UW-005,ACTIVE,2025-10-27 19:44:05
POL-0000233,ENC-2026-000233,Policyholder_233,General Liability,Bodily Injury,2024-06-23,2024-09-25,7739.05,3390.44,1275395.96,SC,AGN-101,UW-016,ACTIVE,2026-03-14 02:21:05
POL-0000234,ENC-2026-000234,Policyholder_234,Commercial Auto,Property Damage,2025-07-24,2026-07-10,31864.57,8831.22,510819.18,GA,AGN-192,UW-009,ACTIVE,2025-06-04 09:32:05
POL-0000235,ENC-2026-000235,Policyholder_235,Commercial Property,Umbrella,2024-12-12,2025-06-27,48621.44,6439.7,3501580.44,IN,AGN-137,UW-013,ACTIVE,2026-02-03 07:09:05
POL-0000236,ENC-2026-000236,Policyholder_236,Workers Compensation,Medical Payments,2025-09-21,2026-07-01,27591.87,1523.29,4269491.75,KY,AGN-175,UW-025,ACTIVE,2026-05-01 19:55:05
POL-0000237,ENC-2026-000237,Policyholder_237,General Liability,Collision,2024-07-23,2025-04-14,23097.65,9920.42,2167606.54,IL,AGN-034,UW-029,ACTIVE,2025-06-27 11:51:05
POL-0000238,ENC-2026-000238,Policyholder_238,Workers Compensation,Property Damage,2025-07-19,2025-10-04,18906.27,9062.05,869349.14,NC,AGN-161,UW-010,ACTIVE,2025-06-01 13:34:05
POL-0000239,ENC-2026-000239,Policyholder_239,Commercial Property,Bodily Injury,2024-06-23,2024-09-07,24101.93,1543.82,1169644.76,SC,AGN-114,UW-001,ACTIVE,2026-05-20 22:40:05
POL-0000240,ENC-2026-000240,Policyholder_240,Commercial Auto,Property Damage,2025-12-23,2026-08-26,11832.87,1120.98,4039486.33,IN,AGN-081,UW-012,ACTIVE,2025-12-23 16:37:05
POL-0000241,ENC-2026-000241,Policyholder_241,General Liability,Property Damage,2025-12-10,2026-12-03,26760.16,332.63,3267600.06,TN,AGN-090,UW-024,EXPIRED,2026-02-05 00:14:05
POL-0000242,ENC-2026-000242,Policyholder_242,Commercial Auto,Bodily Injury,2025-11-21,2026-07-19,4791.06,1229.53,3774605.95,MD,AGN-187,UW-013,ACTIVE,2025-11-27 07:41:05
POL-0000243,ENC-2026-000243,Policyholder_243,Commercial Property,Bodily Injury,2025-12-03,2026-05-08,27893.13,6100.08,3057585.84,IL,AGN-007,UW-028,ACTIVE,2025-06-22 11:48:05
POL-0000244,ENC-2026-000244,Policyholder_244,Commercial Auto,Medical Payments,2024-11-11,2025-10-17,32485.4,7892.07,3979201.26,VA,AGN-127,UW-013,ACTIVE,2026-03-29 13:30:05
POL-0000245,ENC-2026-000245,Policyholder_245,Commercial Property,Medical Payments,2024-07-11,2025-06-10,46729.26,1536.83,4311029.32,MD,AGN-108,UW-012,ACTIVE,2025-08-18 23:50:05
POL-0000246,ENC-2026-000246,Policyholder_246,Commercial Property,Property Damage,2024-12-29,2025-03-06,13478.17,638.31,349320.85,NC,AGN-130,UW-010,ACTIVE,2025-07-07 22:29:05
POL-0000247,ENC-2026-000247,Policyholder_247,Commercial Property,Umbrella,2025-02-24,2025-10-28,27059.96,6256.46,1423465.29,PA,AGN-021,UW-017,ACTIVE,2026-02-10 16:27:05
POL-0000248,ENC-2026-000248,Policyholder_248,Commercial Property,Medical Payments,2025-05-26,2026-01-11,35084.46,7367.09,4240017.17,OH,AGN-063,UW-003,ACTIVE,2025-10-15 17:32:05
POL-0000249,ENC-2026-000249,Policyholder_249,General Liability,Property Damage,2024-08-07,2025-07-14,1126.92,1587.82,106185.49,TN,AGN-089,UW-017,ACTIVE,2025-09-02 21:45:05
POL-0000250,ENC-2026-000250,Policyholder_250,Workers Compensation,Umbrella,2025-11-06,2026-06-14,44377.53,7771.45,195313.44,NC,AGN-070,UW-017,ACTIVE,2026-04-23 12:16:05
POL-0000251,ENC-2026-000251,Policyholder_251,Commercial Auto,Comprehensive,2024-09-12,2025-08-29,18326.13,5121.2,2856086.33,KY,AGN-041,UW-009,ACTIVE,2026-04-03 02:18:05
POL-0000252,ENC-2026-000252,Policyholder_252,Commercial Property,Property Damage,2025-12-28,2026-05-23,43005.11,369.81,277608.57,KY,AGN-099,UW-030,ACTIVE,2026-03-10 15:02:05
POL-0000253,ENC-2026-000253,Policyholder_253,Commercial Auto,Bodily Injury,2026-03-20,2027-01-27,16429.2,4308.5,3615425.21,PA,AGN-020,UW-019,CANCELLED,2025-11-16 17:29:05
POL-0000254,ENC-2026-000254,Policyholder_254,Business Owners Policy,Property Damage,2024-06-05,2024-07-31,47726.93,922.03,2352216.18,PA,AGN-199,UW-028,ACTIVE,2025-12-17 10:56:05
POL-0000255,ENC-2026-000255,Policyholder_255,General Liability,Medical Payments,2024-10-06,2025-06-26,28408.43,3213.12,3132451.74,TN,AGN-095,UW-019,ACTIVE,2025-09-15 14:15:05
POL-0000256,ENC-2026-000256,Policyholder_256,Commercial Auto,Property Damage,2024-10-13,2025-03-17,12033.39,3627.63,4205891.33,OH,AGN-086,UW-001,ACTIVE,2025-06-23 08:07:05
POL-0000257,ENC-2026-000257,Policyholder_257,General Liability,Collision,2025-06-15,2025-09-06,24855.43,833.98,4984948.39,IL,AGN-072,UW-003,ACTIVE,2026-05-03 13:04:05
POL-0000258,ENC-2026-000258,Policyholder_258,Workers Compensation,Collision,2024-11-09,2025-07-08,48740.46,1077.8,523106.18,WV,AGN-164,UW-027,ACTIVE,2025-11-05 18:24:05
